id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29101662,Julia Place,219328646,Julia,,Palermo,-34.58004,-58.41008,Entire home/apt,1047,2,10,2019-06-27,1.18,1,339
29102312,Excelente Departamento,219245126,Atilio,,Retiro,-34.59836,-58.38608,Entire home/apt,2219,2,12,2019-05-29,1.30,1,227
29102845,Studio 5 estrellas,40032138,Paula,,Caballito,-34.60728,-58.43245,Entire home/apt,1005,7,0,,,6,364
29104119,Apartamento Belmonte lV semipiso de categoría,94414511,Sergio,,Liniers,-34.64118,-58.51909,Entire home/apt,1870,2,7,2019-07-01,0.80,6,165
29104276,DUEÑOSGROUP,214610742,Julia,,Recoleta,-34.58797,-58.3861,Private room,3350,4,1,2018-11-18,0.12,13,0
29105255,La casita,215301142,Gisel,,Balvanera,-34.60927,-58.40254,Private room,544,3,0,,,2,179
29106658,Casa PH Lujo en Pleno Parque,3954969,Jess,,Villa Urquiza,-34.57412,-58.47633,Entire home/apt,2806,7,0,,,1,90
29107196,DEPTO PUEYRREDON 225 CABA,219359921,Guillermo Gustavo,,Balvanera,-34.60827,-58.40488,Entire home/apt,503,7,3,2019-06-01,0.40,1,130
29107748,Cozy atypical ground floor flat,124248745,Flor,,Belgrano,-34.55152,-58.44983,Entire home/apt,1759,4,1,2018-11-17,0.12,2,354
29111956,Boedo Studio,31904036,Mauro,,Boedo,-34.6336,-58.41916,Entire home/apt,1190,2,0,,,1,365
29115098,Centro & Recoleta - 2 Dormitorios,155248477,ApartsBA,,Retiro,-34.5962,-58.38621,Entire home/apt,3559,7,0,,,33,332
29116402,Disponible en julio. Monoambiente para dos,5695953,Urban Places,,Almagro,-34.6057,-58.42663,Entire home/apt,963,8,1,2018-11-25,0.13,8,178
29116907,Recoleta Loft - Amazing Property!,155248477,ApartsBA,,Recoleta,-34.58757,-58.40368,Entire home/apt,2889,3,2,2019-02-24,0.28,33,23
29116978,Paraguay & Medrano - Palermo,155248477,ApartsBA,,Palermo,-34.59084,-58.41792,Entire home/apt,1340,3,2,2019-01-21,0.22,33,346
29117275,Cozy room for female guest in apt with terrace,219424922,Salome,,Almagro,-34.60002,-58.42892,Private room,838,2,0,,,1,82
29118843,Amazing location! + Transport + Sunny,14078814,Jose,,San Nicolas,-34.60047,-58.37804,Entire home/apt,754,18,1,2019-04-26,0.37,1,365
29119264,Studio con clase en Recoleta,6062813,Joaquin,,Recoleta,-34.59418,-58.3941,Entire home/apt,1633,4,23,2019-06-25,2.51,23,142
29119660,PERFECT LOCATION!!!!,46982252,Claudia,,Retiro,-34.58998,-58.38477,Entire home/apt,14656,2,4,2019-02-16,0.50,1,180
29119858,Cozy studio in beautiful Cañitas Palermo with pool,219442726,Romina Y Daniel,,Palermo,-34.5687,-58.436,Entire home/apt,1340,2,4,2019-04-28,0.44,2,243
29120584,Luminoso loft para 4 personas en el Centro,3469227,Federico,,Retiro,-34.59196,-58.37932,Entire home/apt,2931,3,2,2018-11-25,0.25,81,337
29121163,"Studio excelent location, modern & confortable",219450996,Martin,,Constitucion,-34.61904,-58.38479,Entire home/apt,9799,3,6,2019-06-26,1.21,3,306
29122808,Beautiful and bright appartment in Retiro,208580339,Lucila Y Guido,,Retiro,-34.59498,-58.37813,Entire home/apt,1675,3,13,2019-04-23,1.49,1,320
29123380,"Amplio dúplex, area audiovisual, Colegiales.",137002750,Mariana,,Colegiales,-34.57706,-58.45767,Entire home/apt,3978,3,0,,,5,365
29124255,Apartamento frente a fundación hospitalaria,117724266,Laura,,Saavedra,-34.54316,-58.47669,Entire home/apt,838,4,9,2019-07-07,1.07,1,359
29124306,Alquiler temporal depto 2 amb.  Belgrano centro,219475372,Lucho,,Colegiales,-34.56794,-58.45289,Entire home/apt,1005,14,7,2019-06-05,1.01,1,162
29124915,"RECOLETA-Cozy studio aparment, best location.",176398313,Agustin,,Recoleta,-34.59297,-58.39634,Entire home/apt,1382,1,27,2019-07-05,2.97,1,150
29125605,Luminous Studio in Palermo Area,216430388,Welcome2BA,,Palermo,-34.58164,-58.4069,Entire home/apt,2052,5,3,2019-04-03,0.33,18,363
29125994,CONFORTABLE APARTAMENT,63641960,Silvia,,Puerto Madero,-34.61737,-58.36276,Entire home/apt,2345,1,29,2019-07-05,3.82,1,82
29126090,Departamento a estrenar  equipado a full  2 camas,218458534,Mariano,,Colegiales,-34.57064,-58.45288,Entire home/apt,1131,4,5,2019-01-29,0.55,1,0
29126988,Apartamento en Recoleta.,55553719,For Rent Argentina,,Recoleta,-34.5923,-58.39388,Entire home/apt,1968,3,0,,,82,358
29127621,Tute,219500587,Matias,,Balvanera,-34.59892,-58.40451,Private room,796,1,2,2018-11-30,0.23,1,167
29127726,Amplio Departamento en excelente ubicación,132092910,Guillermo Pedro,,San Telmo,-34.61838,-58.36931,Entire home/apt,4606,4,7,2019-07-14,1.08,1,337
29127919,Habitación individual c/ baño privado.,114406720,Iván,,Recoleta,-34.5885,-58.40687,Private room,670,3,3,2018-11-25,0.33,1,0
29128448,Cool Studio in Cañitas - terrace with open view,172066524,Jesica,,Palermo,-34.56729,-58.43392,Entire home/apt,2094,4,13,2019-07-10,2.48,1,177
29130877,"Monoambient, perfect location!",194063528,Carolina,,Villa Crespo,-34.59301,-58.44386,Entire home/apt,963,5,12,2018-11-10,1.29,1,0
29131046,Studio en el Centro con balcon,55553719,For Rent Argentina,,San Nicolas,-34.60663,-58.39175,Entire home/apt,2261,1,1,2018-10-14,0.11,82,164
29131119,"Big Apartment in Palermo,   near everything.",92325617,Javi,,Palermo,-34.59077,-58.43361,Entire home/apt,1759,2,15,2019-06-25,3.66,1,151
29131571,Histórica Buenos Aires,88879561,Constanza,,Retiro,-34.5943,-58.37904,Entire home/apt,1173,3,8,2019-04-22,1.11,1,128
29131767,"Cozy, private and luminous loft in Villa Crespo",111651851,Daniela,,Villa Crespo,-34.59158,-58.43655,Entire home/apt,1256,90,0,,,1,173
29133795,Lovely and spacious studio apartment in Recoleta,219443369,Clara & Matias,,Recoleta,-34.58773,-58.4012,Entire home/apt,1424,2,50,2019-07-10,5.54,1,225
29141850,"Departamento ""chic"" y cerca de todo",216193370,Maria Jose,,Colegiales,-34.56846,-58.45355,Entire home/apt,1675,3,9,2019-07-09,1.09,1,313
29147597,LOFT C/PISCINA/VIGILANCIA  HASTA 40% DE DESCUENTO!,28074169,Flavia,,Recoleta,-34.59603,-58.40623,Entire home/apt,2052,30,1,2018-11-27,0.13,7,363
29150526,Cozy apartment with its own unique terrace,43900819,Andrés,,Balvanera,-34.60034,-58.40112,Entire home/apt,1591,2,2,2019-04-15,0.47,1,118
29150678,Departamento renovado a nuevo en la Av. 9 de Julio,5743529,Federico,,Retiro,-34.59272,-58.38064,Entire home/apt,3141,2,1,2018-10-14,0.11,1,0
29150941,ENORME HABITACIÓN EN CASONA ANTIGUA EN PALERMO,27772413,Michelle,,Palermo,-34.58048,-58.43032,Private room,754,5,2,2019-07-11,0.27,1,301
29151264,Palace on the Park,35583331,Dominique,,San Telmo,-34.62522,-58.37191,Entire home/apt,18802,3,17,2019-05-14,1.84,2,273
29151639,Beautiful comfortable apartment in SAN TELMO,219666151,Eliana,,San Telmo,-34.62424,-58.37156,Entire home/apt,1047,3,17,2019-07-14,2.27,1,55
29152570,Small Bedroom in Palermo Hollywood,42307342,Pablo,,Palermo,-34.57774,-58.43743,Private room,461,3,5,2018-12-12,0.55,5,257
29152980,Great apartment in Palermo SOHO!,219638454,Babel,,Palermo,-34.59196,-58.42973,Entire home/apt,2931,1,36,2019-07-01,4.76,7,355
29153004,Apartamento en Recoleta muy luminoso,3469227,Federico,,Recoleta,-34.5897,-58.40202,Entire home/apt,2806,1,0,,,81,364
29153461,Condo in the heart of Buenos Aires!,101410003,Ricardo,,Retiro,-34.59492,-58.37982,Private room,4564,4,0,,,1,0
29153709,Great Apartment for 4 people in Palermo Soho!,219638454,Babel,,Palermo,-34.5921,-58.43166,Entire home/apt,2931,1,15,2019-06-22,1.92,7,362
29154040,"Ambiente y medio nuevo en Nuñez, cama + sofacama",44168030,Dana,,Nuñez,-34.55,-58.45603,Entire home/apt,1298,3,9,2019-04-26,1.13,16,358
29154369,Comfortable apartment in the heart of Palermo Soho,219638454,Babel,,Palermo,-34.59364,-58.42952,Entire home/apt,2931,1,2,2019-03-12,0.25,7,362
29155034,Perfecto y muy luminoso mono estudio en Recoleta,217893833,Viatori,,Recoleta,-34.59215,-58.39985,Entire home/apt,1466,2,3,2019-04-01,0.33,6,362
29157386,Apartamento para 4 personas en el Centro de BsAs,3469227,Federico,,San Nicolas,-34.6034,-58.37835,Entire home/apt,3141,4,0,,,81,351
29158573,Amplio studio con amenities en Palermo,3469227,Federico,,Almagro,-34.59815,-58.41496,Entire home/apt,2513,3,0,,,81,287
29160165,"Depto 50Mts2, Barrio Congreso- Ubic. inmejorable",131852211,Elcira,,Balvanera,-34.60707,-58.39374,Entire home/apt,1884,2,3,2018-11-25,0.33,1,23
29161456,Apartamento luminoso en Palermo.,137002750,Mariana,,Palermo,-34.57542,-58.43824,Entire home/apt,1675,4,0,,,5,0
29161961,Hermoso departamento en Palermo,219748671,Agustina,,Palermo,-34.58687,-58.44041,Entire home/apt,1591,2,7,2019-02-25,0.75,1,341
29162061,Amplio departamento en inmejorable ubicación,219759213,Matías,,Retiro,-34.59773,-58.37807,Entire home/apt,2094,2,43,2019-07-07,5.06,1,143
29171095,Apartment with patio and barbeque on PB 452ft2,147582523,Karina,,Saavedra,-34.54969,-58.49782,Entire home/apt,1675,1,10,2019-06-15,1.75,1,169
29171889,Excelente oportunidad para estudiante y extranjero,219815647,Marcelo,,Recoleta,-34.59236,-58.40638,Entire home/apt,754,7,1,2019-01-21,0.17,1,43
29171998,Marie’house ,219816165,Mariel,,San Cristobal,-34.62045,-58.39238,Private room,796,1,0,,,1,0
29172801,Palermo Hollywood studio de categoría,9696628,Ignacio,,Palermo,-34.57867,-58.42942,Entire home/apt,2010,2,11,2019-04-26,1.20,1,89
29175241,"Alquiler departamento  en Buenos Aires, CABA",165862236,Constanza,,Recoleta,-34.59678,-58.4149,Entire home/apt,2010,3,6,2019-04-01,0.68,2,55
29175617,Cozy & luminous home in Palermo,96452421,Marcela,,Palermo,-34.58972,-58.41603,Entire home/apt,1508,2,11,2019-07-08,1.76,1,325
29176273,departamento de 2 ambientes con muy buena vista.,22165725,Rocio,,Villa Crespo,-34.59918,-58.44493,Entire home/apt,2094,1,0,,,2,0
29176650,Monoambiente el Palermo Hollywood,186421784,Abigail,,Palermo,-34.57917,-58.43424,Entire home/apt,1256,30,1,2018-12-08,0.14,4,178
29178024,Alquilo departamento en Palermo Buenos Aires,165862236,Constanza,,Almagro,-34.59859,-58.41476,Entire home/apt,2010,3,1,2019-05-19,0.51,2,55
29178658,HERMOSO STUDIO EN RECOLETA,209772561,Gabriel,,Retiro,-34.5935,-58.38284,Entire home/apt,1005,1,8,2019-06-30,0.92,1,358
29178697,Downtown Roof Garden-Bright Loft in Barrio Norte,9951480,María Alejandra,,Retiro,-34.59468,-58.38137,Entire home/apt,1466,1,11,2019-07-07,2.09,1,163
29178929,Your own space in the best neighborhood in town,71173316,Silvia Laura,,Nuñez,-34.54818,-58.46078,Entire home/apt,963,1,18,2019-06-09,2.04,1,165
29179230,Atipico 3 amb en San Telmo,7786587,Maximiliano,,Monserrat,-34.61383,-58.3723,Entire home/apt,2010,30,0,,,106,89
29180393,Terraza y puro sol en Palermo Soho,6062813,Joaquin,,Palermo,-34.59508,-58.42126,Entire home/apt,2722,4,18,2019-06-10,1.97,23,348
29180464,Excelente 3 amb en Palermo,7786587,Maximiliano,,Palermo,-34.58148,-58.42085,Entire home/apt,2513,6,0,,,106,347
29180516,Funcional apartamento para 2 personas en Recoleta,3469227,Federico,,Recoleta,-34.58919,-58.4029,Entire home/apt,2513,1,0,,,81,364
29180619,Hermoso departamento en el corazón de cañitas,191009236,Diego,,Palermo,-34.56455,-58.44052,Entire home/apt,1424,2,21,2019-04-28,2.53,1,228
29180942,Bulnes and Santa Fe,219884669,Mariel,,Palermo,-34.58931,-58.41152,Entire home/apt,1214,2,4,2019-07-08,0.51,1,340
29181107,Location and Affordable 2 BR apart. PALERMO,5632049,John,,Palermo,-34.58758,-58.41435,Entire home/apt,2094,3,2,2019-03-31,0.22,13,364
29181341,Departamento a estrenar /4 personas ( San Telmo),156656277,Juliana,,San Telmo,-34.61947,-58.36926,Entire home/apt,1717,2,42,2019-07-09,4.58,2,322
29181612,Moderno Studio en Recoleta,7786587,Maximiliano,,Retiro,-34.5951,-58.38722,Entire home/apt,1256,7,0,,,106,73
29181785,Moderno 2 amb en Palermo,7786587,Maximiliano,,Recoleta,-34.58984,-58.40499,Entire home/apt,1298,7,0,,,106,0
29181872,Coqueto depto en el exclusivo barrio Cañitas,50239256,Leila,,Palermo,-34.57346,-58.43421,Entire home/apt,1214,3,9,2019-04-13,1.10,1,288
29183122,studio ideal en recoleta,7786587,Maximiliano,,Recoleta,-34.58886,-58.39913,Entire home/apt,1382,28,0,,,106,74
29183603,excelente 2 amb en Recoleta,7786587,Maximiliano,,Recoleta,-34.59189,-58.39922,Entire home/apt,3350,6,0,,,106,336
29183978,EXCELENTE DEPARTAMENTO EN EL CORAZON DE SAN TELMO,219913355,Gregorio Alejandro,,San Telmo,-34.61968,-58.37343,Entire home/apt,2513,5,1,2019-03-26,0.27,1,362
29184090,Rincón de luz,219889054,Ana Laura,,Palermo,-34.59667,-58.42431,Private room,670,1,1,2018-11-05,0.12,1,180
29184215,Cerca de Todo (Arg),141002082,Miguel Angel,,Recoleta,-34.5979,-58.38905,Entire home/apt,1466,1,4,2019-05-23,0.57,1,203
29184413,Apartamento de 140 m2 en el corazon de BA!,26669082,Tomas,,San Nicolas,-34.59904,-58.37931,Entire home/apt,2303,2,3,2019-03-25,0.37,1,102
29185043,studio con vistas en palermo,7786587,Maximiliano,,Palermo,-34.57201,-58.43364,Entire home/apt,2303,7,0,,,106,88
29187430,Departamento amplio de dos ambientes en recoleta,99062864,Milagros,,Recoleta,-34.5903,-58.40502,Entire home/apt,2513,2,2,2018-11-23,0.24,1,31
29187434,"LOFT PREMIUM Recoleta,  ""'VER OFERTA""⭐⭐⭐⭐⭐",15709876,Sergio,,Recoleta,-34.59595,-58.40894,Entire home/apt,2931,4,2,2019-03-21,0.44,10,257
29188507,Modern Corrientes 818 + Obelisco 2 to 4 pax,219415700,Mónica Sofía,,San Nicolas,-34.60438,-58.3794,Entire home/apt,1884,2,6,2019-02-27,0.75,1,320
29188583,Pleno Centro de Bs As - 300 mts del Obelisco! 6pax,83760352,Manuel,,San Nicolas,-34.60493,-58.38492,Entire home/apt,2680,3,10,2019-07-11,1.15,1,21
29198112,Gran habitación en la zona de Belgrano,2566933,Aida,,Belgrano,-34.56028,-58.45621,Private room,586,3,1,2018-10-16,0.11,3,349
29202295,Departamento Gascón y corrientes,220035479,Silvia,,Almagro,-34.60285,-58.42515,Private room,2931,3,0,,,2,365
29203124,Departamento Gascón y corrientes,220035479,Silvia,,Almagro,-34.60296,-58.4232,Private room,2596,30,0,,,2,365
29204352,beautiful little room in colonial house,31375534,Sabrina,,San Telmo,-34.61782,-58.37237,Private room,921,3,0,,,18,365
29205691,MOST IDEAL location for a short stay!,133920434,Sylvia Escobar,,Recoleta,-34.59155,-58.40357,Entire home/apt,3350,7,1,2018-11-24,0.13,9,44
29205773,Hermoso departamento 2 amb amoblado y equipado!,87318313,Grupo Young,,Palermo,-34.57864,-58.43862,Entire home/apt,1005,14,0,,,7,222
29205987,Departamento luminoso vista amplia abierta  Retiro,131493189,Gaby,,Retiro,-34.59702,-58.37659,Entire home/apt,1633,1,15,2019-07-15,1.70,2,353
29206128,Hermoso departamento en Palermo Hollywood,186281163,Marta,,Palermo,-34.57924,-58.43529,Entire home/apt,1926,2,21,2019-04-23,2.34,1,209
29206144,HEART OF THE CITY  BRIGHT APARTMENT,14313118,Magdalena,,Retiro,-34.59795,-58.38589,Entire home/apt,1591,1,14,2019-07-13,1.61,7,171
29209235,Made with love,220059388,Guillermo José,,Recoleta,-34.59678,-58.41054,Entire home/apt,1884,3,8,2019-07-10,0.92,2,81
29210521,Made with love,220059388,Guillermo José,,Recoleta,-34.59692,-58.41118,Entire home/apt,1675,3,4,2019-03-03,0.47,2,81
29212340,Llena de luz tus días en este departamento estudio en Palermo Soho,46882297,Verónica,,Palermo,-34.5859,-58.42574,Entire home/apt,2931,3,15,2019-06-21,1.74,2,280
29212362,Congreso appartement,108471324,Jean,,Balvanera,-34.61088,-58.39395,Entire home/apt,3811,2,0,,,1,90
29212416,Gorgeous 1 bedroom apartment in Palermo Soho.,63965589,Barbara,,Palermo,-34.59058,-58.4227,Entire home/apt,3559,3,4,2019-07-11,0.48,5,345
29212886,"habitación a la calle, café en la mañana",83455931,Alberto,,Balvanera,-34.61097,-58.39371,Private room,670,1,8,2019-06-23,1.86,1,263
29213409,Green oasis in trendy Chacarita. Designer house,23765472,Mishal,,Chacarita,-34.59027,-58.4519,Entire home/apt,8794,3,2,2018-11-23,0.24,3,89
29213500,Excelente depto. tipo duplex en Belgrano!,139190879,Javier,,Colegiales,-34.56676,-58.45108,Entire home/apt,2387,3,9,2019-07-09,1.74,4,65
29213997,La casa de Alibe planta baja,219166673,Alicia Beatriz,,Caballito,-34.60992,-58.43244,Private room,544,1,5,2019-07-14,0.55,2,348
29215154,"Departamento en Azotea, Obelisco",219307944,Productive Home,,Monserrat,-34.61136,-58.37883,Entire home/apt,2513,3,1,2018-11-20,0.13,3,0
29215366,Departamento Ivy,4752296,Ivonne,,Almagro,-34.60289,-58.4176,Entire home/apt,1466,5,0,,,1,288
29216235,Peaceful and functional apartment on Corrientes Av,220127977,Amélie,,Villa Crespo,-34.60208,-58.43312,Entire home/apt,1173,2,18,2019-05-20,2.07,1,161
29218040,Art & Architecture - Palermo hollywood,64112210,Florencia,,Palermo,-34.58146,-58.44229,Entire home/apt,1508,3,5,2018-12-31,0.68,1,0
29219240,beautiful room in Tita house,31375534,Sabrina,,Villa Crespo,-34.59738,-58.43674,Private room,1173,5,1,2019-02-11,0.19,18,364
29219760,Depto Abasto 1 ambiente,220151014,Azul Themis Malik,,Balvanera,-34.60027,-58.40945,Entire home/apt,963,4,0,,,1,71
29229411,Recoleta-pasos Shopp Alto Palermo-exc ubicación,4899319,Sol,,Recoleta,-34.58888,-58.40794,Private room,3601,2,4,2019-06-10,0.70,8,346
29231854,Chic Sunny Apartment in Palermo,16346625,Marina,,Palermo,-34.58121,-58.40679,Entire home/apt,2094,3,0,,,14,365
29232021,Elegance and Style in recoleta,216430388,Welcome2BA,,Recoleta,-34.59078,-58.39383,Entire home/apt,2722,5,4,2018-12-24,0.49,18,333
29232730,Apartamento en centro de la ciudad con Fast Wifi,192535354,Román,,San Nicolas,-34.60826,-58.38853,Entire home/apt,1005,3,23,2019-06-24,2.64,1,79
29233686,BA. Hermoso Studio Zona Centro,4648805,Noyu,,San Nicolas,-34.60214,-58.38495,Entire home/apt,1759,5,1,2018-11-22,0.13,2,360
29234003,DEPARTAMENTO CON PISCINA Y COCHERA  EN SAN TELMO,96213103,Kevin,,Constitucion,-34.62321,-58.37756,Entire home/apt,2094,5,1,2018-11-04,0.12,1,355
29234369,Acogedor Departamento en Recoleta.,79090690,Julia,,Recoleta,-34.59222,-58.39975,Entire home/apt,1675,2,22,2019-07-12,2.47,1,344
29235094,2 Bedrooms Apartment in Belgrano at good price,15466789,Juan,,Belgrano,-34.55839,-58.46291,Entire home/apt,2303,7,0,,,50,88
29235795,Lovely and big Studio apartment with backyard,61936007,Lucio,,Recoleta,-34.59445,-58.40673,Entire home/apt,1173,3,30,2019-07-14,3.44,1,175
29236497,Comfortable 1 BR Apartment in Recoleta,15466789,Juan,,Recoleta,-34.58613,-58.38749,Entire home/apt,2722,7,0,,,50,88
29236636,Cozy Apartment in the best Area of Buenos Aires,15466789,Juan,,Recoleta,-34.58943,-58.39146,Entire home/apt,2513,5,0,,,50,88
29237016,Departamento Palermo - Botanico,203571790,Nicolas,,Palermo,-34.58227,-58.42194,Entire home/apt,2303,1,1,2019-07-07,1,1,316
29237687,3/4BRS GREAT TERRACE Y FARE 10DOWNTOWN-RECOLETA,220257369,Graciela,,Retiro,-34.59057,-58.38625,Entire home/apt,9841,3,0,,,2,267
29237713,4/5 BEDROOMS RECOLETA DOWNTOWN,220265231,Gra,,Retiro,-34.59062,-58.38478,Entire home/apt,9841,3,0,,,1,267
29238445,"Luminoso, moderno y cómodo departamento",46236175,Lucia,,Retiro,-34.59775,-58.37896,Entire home/apt,1047,1,21,2019-06-09,2.36,1,254
29238527,Impactante dúplex con extraordinaria vista,11509091,Nanu,,Chacarita,-34.58736,-58.45225,Entire home/apt,2848,1,0,,,1,0
29239572,Alquiler Depto Temp 2 Amb Amueblado Pareja S/hijos,218912192,Martin,,Almagro,-34.60148,-58.4306,Entire home/apt,586,30,0,,,1,365
29240122,Apartment at Palermo,57374594,Juan Y Anita,,Recoleta,-34.59094,-58.40949,Entire home/apt,1466,2,30,2019-05-13,3.32,1,166
29240535,Luminoso Depto en Recoleta,220293657,Roberto,,Recoleta,-34.59386,-58.40739,Entire home/apt,1633,2,5,2019-06-10,0.60,1,312
29240619,La Boca - departamento zona ideal para turismo.,220208856,Marcelo,,Boca,-34.63462,-58.36249,Entire home/apt,1089,2,9,2019-04-29,1.05,1,0
29241237,Departamento Quintana,208124840,Agustina,,Recoleta,-34.58881,-58.39046,Entire home/apt,1005,1,51,2019-07-12,5.54,2,275
29241850,CACTUS COLIVING Palermo • Private room&Single bed,109700438,Cactus Coliving Palermo,,Palermo,-34.58217,-58.42551,Private room,586,1,27,2019-07-06,2.95,8,329
29243117,"Hermoso Departamento Soho de Palermo, Buenos Aires",220320681,Nicolas,,Palermo,-34.58938,-58.41889,Entire home/apt,1591,6,6,2019-01-24,0.75,1,87
29248741,Recoleta stylized one-room apartment,175984841,Clara,,Recoleta,-34.58788,-58.40094,Entire home/apt,1424,6,11,2019-07-06,1.31,1,16
29249485,Agradable apartamento en Cañitas!,36807908,Viviana,,Palermo,-34.56714,-58.43288,Entire home/apt,1047,1,31,2019-03-25,3.39,1,0
29249730,Explore Buenos Aires from this bright Apt w/ POOL,160426105,Magdalena,,Palermo,-34.56703,-58.43451,Entire home/apt,1926,5,10,2019-04-05,1.33,1,0
29249808,SPECTACULAR TERRACE 3 BEDROOM APARTMENT  RECOLETA,220257369,Graciela,,Recoleta,-34.59051,-58.38685,Entire home/apt,9841,3,0,,,2,267
29254642,Cozy studio in commercial area I,15900304,Gabriel,,Villa Crespo,-34.5939,-58.43463,Entire home/apt,1549,1,8,2019-03-07,0.91,58,315
29255076,Juncalito,93545573,Sol,,Retiro,-34.59235,-58.38435,Entire home/apt,2513,1,3,2018-11-24,0.37,1,365
29256070,Cozy place with amazing location *Recoleta*,85752731,Fernando,,Recoleta,-34.5961,-58.40234,Entire home/apt,1700,2,7,2019-07-10,0.80,1,319
29256303,Sunny studio in Recoleta.,44036501,Patricia,,Recoleta,-34.59058,-58.39671,Entire home/apt,48576,3,38,2019-06-28,4.49,1,321
29257993,"TORRE LAS PLAZAS ,  PALERMO",42479652,Lea,,Palermo,-34.57929,-58.40777,Entire home/apt,6281,10,0,,,2,365
29258058,Cozy 1 bedroom in commercial area I,15900304,Gabriel,,Villa Crespo,-34.59249,-58.43428,Entire home/apt,1843,1,13,2019-04-27,1.77,58,286
29258516,hermosa habitacion,220430776,Adriány María,,Palermo,-34.5969,-58.42526,Private room,377,1,1,2018-11-17,0.12,1,90
29259928,MONOAMBIENTE CON BALCÓN - MUY LUMINOSO - RECOLETA,46406117,Martín,,Recoleta,-34.59185,-58.39388,Entire home/apt,838,2,17,2019-05-26,2.77,1,125
29260449,LUMINOSO DEPARTAMENTO EN RECOLETA,3184562,Florencia,,Retiro,-34.59588,-58.38494,Entire home/apt,2094,3,1,2018-11-18,0.12,1,365
29260535,Beautifull cousy loft perfect location San Martín,174266791,Martin,,Retiro,-34.59605,-58.3749,Entire home/apt,1256,1,68,2019-07-13,7.53,5,357
29270508,Hermoso departamento en el corazón de Buenos Aires,24513062,Gonzalo,,Recoleta,-34.59214,-58.40325,Entire home/apt,3015,2,20,2019-07-15,2.45,1,224
29271001,V&B habitación para una persona,220520905,Veronica,,Palermo,-34.56656,-58.4338,Shared room,503,1,0,,,2,0
29273236,Monoambiente de Lu,163143982,Lu,,Palermo,-34.58291,-58.40594,Entire home/apt,796,1,5,2019-01-08,0.55,2,32
29273615,V&B habitación compartida,220520905,Veronica,,Palermo,-34.56545,-58.43386,Shared room,712,1,0,,,2,0
29280762,Cómodo Monoambiente en la mejor ubicación de Bs As,83778062,Evangelina,,Retiro,-34.59869,-58.38406,Entire home/apt,1214,2,30,2019-07-14,3.42,1,165
29281791,Apartamento-Estudio a pasos del Obelisco,62746400,Gustavo Ignacio,,San Nicolas,-34.6045,-58.38387,Entire home/apt,1256,2,14,2019-07-09,1.80,1,323
29282135,Incredible studio in Palermo Hollywood,220609238,Inés,,Palermo,-34.58308,-58.44264,Entire home/apt,1466,1,28,2019-07-11,3.09,1,354
29282626,San Telmo Apartment Boutique,52343581,Valeria,,Monserrat,-34.61285,-58.3765,Entire home/apt,1675,2,8,2019-06-30,1.15,3,128
29283580,Lovely Apartment at the residential neighborhood!!,131362275,July,,Palermo,-34.56751,-58.44274,Entire home/apt,1759,2,19,2019-07-09,2.30,1,344
29283973,"Departamento en Palermo Soho, vidrio hierro madera",92783470,Diana,,Palermo,-34.58763,-58.43079,Entire home/apt,4188,5,0,,,2,365
29284129,The place to enjoy in Buenos Aires,47251982,Olivier,,Retiro,-34.59104,-58.37972,Entire home/apt,4188,2,20,2019-07-04,2.35,1,42
29284210,Bright Room in Belgrano R/ Luminosa Habitacion,214291184,Santiago,,Belgrano,-34.56477,-58.46958,Private room,510,7,2,2018-10-26,0.22,1,199
29284228,Habitación para 1 persona en Palermo,80031932,María Valeria,,Palermo,-34.58466,-58.42745,Private room,419,1,14,2019-07-09,1.62,2,71
29287162,Departamento Completo Buenos Aires Cap Fed,218375221,Guillermo Eduardo,,Caballito,-34.61905,-58.43924,Entire home/apt,1424,1,5,2019-03-31,0.59,2,163
29291718,Guests always welcome :),133304335,Gustavo,,Saavedra,-34.56155,-58.49007,Private room,425,3,0,,,1,0
29299221,"BRIGHT & SUNNY  , WORK & LIVE IN PALERMO",220710519,Liliana Rosa,,Palermo,-34.57542,-58.43538,Entire home/apt,1340,7,2,2019-04-28,0.35,1,83
29300008,Spacious & Luminous Artsy Loft in Buenos Aires,102704716,Sol,,Nuñez,-34.55208,-58.4678,Entire home/apt,1591,5,8,2019-06-26,1.49,1,314
29300296,Apartamento de estilo en centro histórico.,1617210,Alfredo,,Monserrat,-34.60997,-58.37677,Entire home/apt,4188,15,0,,,1,62
29300459,Espacio Azcuénaga,220719058,Guillermo,,Balvanera,-34.60215,-58.40204,Entire home/apt,1298,2,13,2019-07-04,2.75,1,162
29302136,Entire Charming Apart. in the heart of Recoleta.,91835401,Alejandra,,Recoleta,-34.59318,-58.39461,Entire home/apt,3769,2,4,2019-01-07,0.47,1,0
29302366,Luminoso 2 ambientes en Almagro en Av. Corrientes,58854042,Patricia&Gabriela,,Almagro,-34.60239,-58.42703,Entire home/apt,1173,5,9,2019-06-24,1.12,1,245
29302698,Gurruchaga Apartment,184230843,Federico,,Palermo,-34.58222,-58.42172,Entire home/apt,1843,2,14,2019-07-09,1.69,1,85
