id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7270,¡¡Great Loft in Palermo Hollywood!!,18822,Toni,,Palermo,-34.58241,-58.43382,Entire home/apt,1801,20,14,2018-04-30,0.16,1,325
11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,,Palermo,-34.58225,-58.4246,Entire home/apt,2471,2,24,2019-07-03,0.28,1,360
12463,Room in Recoleta - awesome location,48799,Matt,,Recoleta,-34.59761,-58.39468,Private room,1005,1,20,2017-12-11,0.18,1,365
13095,Standard Room at Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59382,-58.42994,Private room,2303,1,1,2018-12-18,0.14,7,365
13096,Standard Room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59398,-58.42853,Private room,2303,1,0,,,7,365
13097,Standard Room at Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59381,-58.43007,Private room,2303,1,0,,,7,365
13099,Lofty room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59362,-58.42984,Private room,2722,1,0,,,7,365
13100,Master Room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59288,-58.4301,Private room,3141,1,1,2017-11-23,0.05,7,365
14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",55825,Manuel,,Palermo,-34.58777,-58.41106,Entire home/apt,1843,5,84,2019-05-02,0.98,3,356
14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,,Monserrat,-34.60913,-58.37372,Entire home/apt,5025,1,0,,,1,365
15074,ROOM WITH RIVER SIGHT,59338,Monica,,Nuñez,-34.53724,-58.4658,Private room,1275,29,0,,,1,365
15889,ROOM W /BALCONY-DOWNTOWN ......,62183,Sonia,,Balvanera,-34.6029,-58.4114,Private room,1466,3,6,2014-06-01,0.06,2,365
16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61385,-58.37706,Entire home/apt,2722,1,42,2019-07-01,0.41,11,346
16696,BIGDUPLEX LOFT IN SAN TELMO (3),64880,Elbio Mariano,,Monserrat,-34.61469,-58.37421,Entire home/apt,2094,1,49,2019-06-16,0.46,11,347
16697,Small Duplex Loft in San Telmo (8),64880,Elbio Mariano,,Monserrat,-34.61427,-58.37488,Entire home/apt,1884,1,22,2019-04-16,0.21,11,345
17451,A terrace in Buenos Aires,67732,Karen,,Belgrano,-34.55811,-58.46462,Private room,1591,2,0,,,1,87
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,,San Nicolas,-34.60175,-58.3786,Entire home/apt,1884,3,7,2018-08-01,0.07,2,254
18007,apartament in San Telmo,69404,Marcelo,,Monserrat,-34.6154,-58.3778,Entire home/apt,14656,1,0,,,1,365
18061,"Quirky, sunny & spacious - 5 px max",69605,Alejandra,,San Telmo,-34.61986,-58.36947,Entire home/apt,1884,4,144,2019-01-13,1.28,1,196
19583,"Studio in Recoleta , for two people.",74263,Arturo Raul,,Recoleta,-34.59593,-58.39257,Entire home/apt,1424,2,197,2019-05-24,1.97,1,336
19633,"Rooms Gran Categoría(3),",74403,Roberto,,Belgrano,-34.56685,-58.46178,Private room,2303,1,0,,,1,365
20062,PENTHOUSE /Terrace & pool /City views /2bedrooms,75891,Sergio,,Palermo,-34.58079,-58.44203,Entire home/apt,4858,2,199,2019-07-15,1.78,3,174
20429,Hermoso  y acogedor departamento.,77065,Marcelo,,Constitucion,-34.62108,-58.38677,Entire home/apt,1466,15,0,,,1,90
21807,Comfortable apartment in San Telmo,83312,Graciela,,San Telmo,-34.62225,-58.37239,Entire home/apt,2094,6,0,,,2,243
21816,Apartment at Faena Hotel,83130,Marce,,Puerto Madero,-34.61407,-58.36187,Entire home/apt,8375,6,0,,,2,178
21837,Comfortable studio in Callao Avenue,80208,Olga,,Monserrat,-34.60807,-58.37224,Entire home/apt,2513,3,0,,,1,244
23760,FULLY FURNISHED APARTMENT,94350,Juan,,Palermo,-34.56315,-58.43939,Entire home/apt,2094,1,0,,,1,365
23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,,Monserrat,-34.61495,-58.37319,Entire home/apt,1591,3,41,2019-06-21,0.46,1,314
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,,San Nicolas,-34.6034,-58.37867,Entire home/apt,1466,1,315,2019-07-01,4.10,7,301
24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,,Chacarita,-34.58681,-58.44476,Entire home/apt,2471,10,32,2018-11-08,0.31,1,89
25876,Stylish & Comfortable Apartment,108864,Luis,,San Nicolas,-34.59999,-58.37851,Entire home/apt,1675,3,215,2019-06-26,2.03,1,227
26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,,Balvanera,-34.5991,-58.41053,Entire home/apt,1717,7,2,2013-10-23,0.02,2,350
26757,"Sunny Terrace, Cozy Loft, Sleeps 4 in San Telmo",97165,Angela,,San Telmo,-34.62199,-58.36883,Entire home/apt,3141,3,78,2019-06-21,0.72,5,173
27562,Modern & comfortable apartment at best location,119120,Julieta,,Palermo,-34.58095,-58.40461,Entire home/apt,2513,4,5,2019-07-08,0.05,2,17
27631,Apartment for rent in Recoleta,119446,Inés,,Recoleta,-34.591,-58.39039,Entire home/apt,2052,2,87,2019-06-29,0.80,1,339
27991,One bedroom Apt on Corrientes Av,120567,Pablo,,Villa Crespo,-34.59984,-58.43692,Entire home/apt,2303,10,32,2019-05-01,0.30,2,311
28244,Loft in Palermo Hollywood.Pool 617,119613,Marcos,,Palermo,-34.57628,-58.43456,Entire home/apt,2219,5,21,2019-02-02,0.32,5,13
29421,Best Location Las Cañitas 1 Bed Apt,126458,Adriana,,Palermo,-34.57066,-58.43211,Entire home/apt,1884,3,0,,,2,365
29983,Depto de 1 ambiente en Recoleta,129235,Carolina,,Recoleta,-34.59925,-58.3908,Entire home/apt,3350,2,0,,,1,365
29990,"Funky & Stylish Apartment, Palermo",129245,Savas,,Palermo,-34.58521,-58.42739,Entire home/apt,2052,3,153,2019-06-30,1.44,1,74
31469,Beautiful Apartment with a GARDEN,135120,Flor,,Palermo,-34.56887,-58.4332,Entire home/apt,2848,3,7,2017-02-28,0.13,3,301
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61555,-58.37612,Entire home/apt,3141,1,26,2018-02-25,0.25,11,341
31920,Beautifull apartment in Belgrano!,137373,Nancy,,Belgrano,-34.56483,-58.46014,Entire home/apt,2513,30,0,,,1,365
35703,Charming studio in Palermo,150763,Viviana,,Recoleta,-34.59103,-58.40781,Entire home/apt,1675,7,76,2019-05-20,0.76,1,347
37347,Palermo/Las Cañitas Apartment ,161327,Mariano,,Palermo,-34.57185,-58.43286,Entire home/apt,1884,7,35,2019-01-30,0.34,12,116
41608,Palermo Soho Spectacular New Unit,181721,Yamila & Eyenit,,Palermo,-34.58576,-58.42803,Entire home/apt,3141,2,111,2019-06-12,1.13,1,299
42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,,Monserrat,-34.61544,-58.37258,Entire home/apt,3769,3,111,2019-07-11,1.17,2,116
45498,"LUXURY DUPLEX, fully equipped, 2Bd, pool & terrace",75891,Sergio,,Palermo,-34.58284,-58.44206,Entire home/apt,3978,2,100,2019-06-26,0.93,3,267
46639,Rent Apart Palermo Buenos Aires 5px,209005,Flor,,Palermo,-34.58861,-58.41647,Entire home/apt,4146,2,7,2018-11-04,0.12,3,363
48089,Recoleta Classic French-Style 2BDR,192475,Chris,,Recoleta,-34.58676,-58.38854,Entire home/apt,3141,7,97,2019-06-15,0.91,1,344
48527,French style apartment in Recoleta ,221661,Ricardo,,Recoleta,-34.58543,-58.39637,Entire home/apt,5360,3,1,2014-01-07,0.01,2,365
48535,Elegant apartment in downtown Bs.As,221044,Florencia,,Retiro,-34.59456,-58.37503,Entire home/apt,2094,90,0,,,1,364
48621,PET FRIENDLY Recoleta Sunny Studio w/ Balcony,221405,Ximena,,Recoleta,-34.59392,-58.38853,Entire home/apt,2387,1,165,2019-06-15,1.59,3,68
48626,PET FRIENDLY Top Floor Recoleta Balcony Apartment,221405,Ximena,,Recoleta,-34.59552,-58.38783,Entire home/apt,2094,3,44,2019-06-24,0.44,3,349
48678,Grate & Luxury apartment Recoleta ,221661,Ricardo,,Recoleta,-34.58722,-58.39676,Private room,5360,3,1,2010-12-30,0.01,2,365
50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,,Recoleta,-34.59072,-58.40064,Entire home/apt,2513,5,91,2019-04-22,0.86,6,157
52115,Little & beautifull Recoleta apt.,240731,Cecilia,,Recoleta,-34.59544,-58.39319,Entire home/apt,2513,5,1,2019-01-30,0.18,2,0
52511,San Telmo Apartment (Buenos Aires),242939,Gri,,Monserrat,-34.60886,-58.37349,Entire home/apt,2931,4,0,,,1,365
53097,Duplex 6 (2 rooms) in San Telmo,64880,Elbio Mariano,,Monserrat,-34.61405,-58.37444,Entire home/apt,2513,1,33,2019-05-01,0.31,11,335
53545,BEAUTIFUL APARTMENT IN SAN TELMO,249534,Facu,,San Telmo,-34.61932,-58.37113,Entire home/apt,2345,30,0,,,1,365
53905,Trendy studio apt in Villa Crespo!,252182,Victoria,,Villa Crespo,-34.59814,-58.43858,Entire home/apt,1549,3,74,2019-03-04,0.70,1,298
58778,❤️Amazing View!  1 Bedroom  Studio - UNO22❤️,281041,Michael,,Palermo,-34.58233,-58.42309,Entire home/apt,5234,1,25,2019-03-23,0.28,3,364
58789,❤️Best view in BA! 1 Bedroom Studio -UNO21❤️,281041,Michael,,Palermo,-34.58233,-58.42509,Entire home/apt,5234,1,22,2019-04-23,0.22,3,364
61282,Loft with Balcony in Belgrano,296398,Alejandro,,Nuñez,-34.55364,-58.4673,Entire home/apt,1884,3,131,2019-04-01,1.25,1,306
61882,Private Room in Buenos Aires City Center,122080,Catherine,,San Nicolas,-34.60142,-58.37094,Private room,1131,3,9,2015-06-17,0.09,7,346
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,,Palermo,-34.58092,-58.42515,Entire home/apt,5025,2,147,2019-06-09,1.52,36,275
65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,,Retiro,-34.59811,-58.37779,Entire home/apt,4606,10,5,2018-10-12,0.06,4,364
65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,,Palermo,-34.57004,-58.43118,Entire home/apt,5444,5,10,2018-08-31,0.15,4,365
66939,"★ Instaworthy Views, 20th Floor ★ Pool+Gym+Sauna",319901,Ralf,,Palermo,-34.58246,-58.42442,Entire home/apt,3685,2,240,2019-06-26,2.50,36,333
66940,Pool Party studio +  Views over the Pool  ❤,319901,Ralf,,Palermo,-34.58251,-58.42322,Entire home/apt,3350,2,207,2019-05-26,2.29,36,333
68173,"Best Area in Palermo, Luxury Studio",31299,Dave,,Palermo,-34.57977,-58.42945,Entire home/apt,2303,5,77,2019-03-28,0.76,5,365
68489,Best Block in Palermo Hollywood,31299,Dave,,Palermo,-34.58021,-58.43133,Entire home/apt,3350,3,137,2019-05-28,1.35,5,180
68800,RECOLETA PENTHOUSE w/ ROOFTOP TERRACE pet friendly,221405,Ximena,,Recoleta,-34.5931,-58.38844,Entire home/apt,15913,2,72,2019-07-01,0.91,3,70
68868,"Luxury Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,,Palermo,-34.5814,-58.4251,Entire home/apt,5025,2,215,2019-07-03,2.20,36,241
69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,,Recoleta,-34.59429,-58.39778,Entire home/apt,2094,1,167,2019-07-10,1.83,2,309
69086,Little Duplex Loft (1) San Telmo,64880,Elbio Mariano,,Monserrat,-34.61584,-58.37602,Entire home/apt,1675,1,31,2019-06-29,0.40,11,346
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,,Palermo,-34.57732,-58.43892,Entire home/apt,5025,5,24,2017-02-28,0.24,8,355
70082,High category appartment Belgrano,353823,Maria De Los Angeles,,Palermo,-34.56928,-58.44377,Entire home/apt,2261,5,38,2019-06-25,0.38,1,365
71801,Studio in Recoleta most secure area,368954,Carlos,,Recoleta,-34.59591,-58.39931,Entire home/apt,2931,3,87,2019-04-20,0.85,1,360
72204,Beautiful house in Palermo SOHO,373629,Daniel,,Palermo,-34.58902,-58.42926,Entire home/apt,15159,3,17,2019-01-06,0.38,16,201
73180,Palermo Apt - Las Cañitas area,161327,Mariano,,Palermo,-34.5731,-58.43346,Entire home/apt,1884,10,25,2019-04-20,0.28,12,329
73680,Nice Studio in Palermo Soho,385499,Lujan,,Palermo,-34.59326,-58.41772,Entire home/apt,1675,3,27,2014-12-15,0.27,1,364
74383,Spectacular Penthouse 2BR with River &Sunrise view,319901,Ralf,,Palermo,-34.58632,-58.43241,Entire home/apt,9213,2,33,2019-07-07,0.35,36,328
75094,Amazing apartment in Recoleta,161327,Mariano,,Recoleta,-34.58875,-58.39603,Entire home/apt,1884,25,108,2019-07-14,1.06,12,346
75492,Studio Loft in Palermo Soho #1,400828,Jony,,Palermo,-34.58817,-58.42003,Entire home/apt,2010,2,297,2019-07-15,3.24,3,259
75526,GUAPO / Amazing Large Studio* with great views.,319901,Ralf,,Palermo,-34.58256,-58.42523,Entire home/apt,2931,2,93,2019-07-11,0.95,36,325
76005,"Heart of Recoleta, no better place!",315089,Max,,Recoleta,-34.5891,-58.39269,Entire home/apt,1675,5,6,2013-08-17,0.06,8,365
76385,Studio In Downtown Buenos Aires,407702,Ruy,,Monserrat,-34.61365,-58.3849,Entire home/apt,1884,2,310,2019-05-28,3.05,6,349
77024,Recoleta elegante 40m2 Juncal 1360 2C,411077,Luz,,Retiro,-34.5916,-58.38571,Entire home/apt,2094,7,18,2019-03-11,0.18,8,359
77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,,Palermo,-34.56765,-58.43216,Entire home/apt,2722,7,18,2018-10-05,0.20,12,282
77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,,Palermo,-34.58107,-58.42602,Entire home/apt,1801,7,113,2019-07-10,1.16,1,296
77752,Nice Sunny Studio  FAST WiFI 10MB with Balcony!,417090,Mateo,,Recoleta,-34.59069,-58.39359,Entire home/apt,1675,2,181,2019-07-14,1.79,14,365
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,,Recoleta,-34.59002,-58.40479,Entire home/apt,3141,2,0,,,1,362
77942,Great room in Alto Palermo area,418692,Juliana,,San Cristobal,-34.62364,-58.39976,Private room,2094,1,1,2012-01-31,0.01,1,0
77994,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,,San Telmo,-34.62128,-58.37332,Entire home/apt,2513,2,2,2019-05-27,0.02,11,325
78005,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,,San Telmo,-34.61952,-58.37123,Entire home/apt,2094,2,13,2019-04-01,0.14,11,353
78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,,San Telmo,-34.61914,-58.37239,Entire home/apt,2931,2,39,2019-02-03,0.38,11,350
78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,,San Telmo,-34.62025,-58.37252,Entire home/apt,1675,2,24,2019-05-13,0.25,11,343
78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,,Palermo,-34.58288,-58.40535,Entire home/apt,1675,3,18,2018-08-30,0.18,9,225
78351,"Apt in Palermo, Las Cañitas",420786,Carola,,Palermo,-34.57521,-58.42883,Entire home/apt,2345,5,7,2019-05-14,0.09,5,302
78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,,Palermo,-34.58332,-58.40643,Entire home/apt,1968,2,36,2019-05-12,0.36,9,318
78703,Amazing Studio with Terrace & BBQ,422878,Oscar,,Recoleta,-34.59477,-58.39501,Entire home/apt,2010,1,177,2019-06-09,1.92,2,294
79226,Petite Home,426420,Carolina,,Nuñez,-34.5522,-58.45802,Entire home/apt,1633,2,37,2019-07-07,0.39,1,212
79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,,Almagro,-34.61964,-58.41766,Entire home/apt,1020,5,39,2019-06-09,0.39,8,302
79766,Cozy 1Bdr Great Terrace! sun/view!!,422878,Oscar,,Recoleta,-34.59034,-58.39767,Entire home/apt,2722,1,158,2019-07-14,1.80,2,272
80950,best neighborhood! palermo,438269,Sherine,,Palermo,-34.59102,-58.43415,Entire home/apt,1275,30,1,2018-09-08,0.10,2,0
82623,GARDEN STUDIO FLAT w/swimming pool,449610,Antonio,,Colegiales,-34.57361,-58.45238,Entire home/apt,1089,5,40,2019-06-24,0.89,1,229
83035,"Central loc. Entire apt, all incl.",426566,Egle,,Boedo,-34.62107,-58.41608,Entire home/apt,1403,5,42,2019-02-28,0.42,8,138
83152,★ Budda Lounge - Dream View Studio ★,319901,Ralf,,Palermo,-34.58064,-58.42367,Entire home/apt,3350,2,83,2019-05-05,0.84,36,266
83440,GREAT! Apartment Alto Palermo,384997,Santiago,,Palermo,-34.59222,-58.41285,Entire home/apt,4188,30,4,2019-01-16,0.04,1,318
84033,New apart. with private terrace,458852,Maria,,Palermo,-34.586,-58.42534,Entire home/apt,3308,2,123,2019-06-10,1.23,2,321
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,,Almagro,-34.62099,-58.41753,Entire home/apt,935,5,57,2019-07-12,0.62,8,334
84986,"Gorgeous Palermo, Buenos Aires, flatshare.",454822,D. / Lola,,Palermo,-34.57269,-58.41869,Private room,680,7,54,2019-06-09,0.54,2,158
85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,,Almagro,-34.62007,-58.41728,Entire home/apt,893,5,32,2019-04-13,0.33,8,364
87828,ein Gast allein,480785,Isabel,,Retiro,-34.59278,-58.38196,Private room,586,3,0,,,2,88
89374,☼ Sunny   1 bedroom + balcony with views,319901,Ralf,,Recoleta,-34.59307,-58.40337,Entire home/apt,3141,3,51,2019-06-28,0.55,36,206
89857,Sunny apartment in Buenos Aires,488300,Mariano,,Balvanera,-34.60236,-58.39291,Entire home/apt,2513,7,0,,,1,364
91063,"Cosy, central apartment in BsAs",492560,Laurence,,Caballito,-34.61842,-58.43194,Entire home/apt,2466,3,54,2019-06-21,0.58,1,365
92689,Stunning 1BD w/terrace in Palermo,488973,Casilda Maria,,Palermo,-34.57682,-58.40062,Entire home/apt,3401,2,94,2019-07-16,0.96,2,336
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,,Balvanera,-34.60193,-58.40109,Private room,712,2,10,2019-04-07,0.11,4,365
93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,,San Cristobal,-34.62583,-58.40795,Shared room,2931,1,0,,,1,365
94830,Sophisticated Flat in Palermo,505796,Sunshine,,Palermo,-34.57509,-58.41869,Entire home/apt,1190,7,7,2019-02-18,0.17,1,365
96257,Lovely apartment in Buenos Aires,320183,Hortensia,,Retiro,-34.5981,-58.37775,Entire home/apt,2931,15,0,,,4,196
96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,,Palermo,-34.58405,-58.41106,Private room,754,6,0,,,1,365
96810,Recoleta Luxury: Design and Style!,508291,Enzo,,Retiro,-34.59323,-58.3867,Entire home/apt,2764,3,27,2019-07-10,0.43,1,344
97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,,San Nicolas,-34.60517,-58.3884,Entire home/apt,1508,28,9,2013-11-25,0.10,2,257
98934,Monthly Apartment Recoleta,521351,Alfonsina,,Recoleta,-34.5899,-58.39027,Entire home/apt,2931,1,1,2011-08-09,0.01,1,365
99362,Depto Recoleta 3 dormitorios. Balcon y Wifi,417090,Mateo,,Recoleta,-34.59328,-58.39443,Entire home/apt,2513,10,15,2019-07-04,0.17,14,359
100080,Great downtown apartment!,526435,Laura,,San Nicolas,-34.60319,-58.38805,Entire home/apt,1256,3,22,2019-07-13,0.27,2,38
104147,"Rooms for students ""The Good House""",542397,Silvina Marta,,Floresta,-34.62441,-58.49389,Private room,595,90,0,,,4,365
104343,Faena Hotel Stunning Views Private Exquisite Suite,542973,Brigitte,,Puerto Madero,-34.60126,-58.35488,Entire home/apt,4648,1,130,2019-07-14,1.40,1,340
106475,Artdecohouse Palermo,547581,Carol,,Recoleta,-34.59045,-58.40926,Entire home/apt,6700,3,108,2019-06-06,1.13,1,328
107220,Great Private Room!,555337,Anita & Sofía,,Almagro,-34.59828,-58.41283,Private room,586,7,5,2014-01-19,0.05,2,365
107259,Great place to 12 Tango lovers,555693,Vittoria,,Balvanera,-34.60485,-58.39448,Entire home/apt,16708,3,26,2019-03-13,0.30,2,356
108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,,Palermo,-34.58643,-58.4242,Entire home/apt,2303,3,71,2019-04-20,0.97,5,311
108284,Historico y Luminoso Duplex Centro!,560338,Carlos,,San Nicolas,-34.6019,-58.37736,Entire home/apt,2303,2,224,2019-07-02,2.40,25,303
110671,Room #1 w Private Bathroom Belgrano,568403,Maria,,Belgrano,-34.5605,-58.44362,Private room,1047,180,0,,,4,365
111501,Beautiful Apartment Palermo Vip Great location,570921,Emilce,,Palermo,-34.57808,-58.41184,Entire home/apt,2303,3,114,2019-07-14,1.18,2,354
111934,Bright Studio at Palermo Soho,570921,Emilce,,Palermo,-34.58156,-58.42862,Entire home/apt,1549,3,101,2019-04-22,1.02,2,358
115735,Premium Asian Loft in Buenos Aires,513930,Carlos Alberto,,Palermo,-34.59046,-58.43516,Entire home/apt,1089,12,41,2019-07-02,0.43,2,265
117548,"Palermo, Buenos Aires: Complete flat: ""Alma Mia"".",454822,D. / Lola,,Palermo,-34.57247,-58.41936,Entire home/apt,3224,56,0,,,2,166
118069,Luxury 1 Bedroom - 1.5 Bath (PH1),530261,Luciano,,Palermo,-34.58014,-58.43209,Entire home/apt,4676,2,16,2018-10-20,0.18,27,0
118070,Amazing view - GREAT Studio - Balcony (P17),530261,Luciano,,Palermo,-34.58533,-58.42802,Entire home/apt,4606,3,38,2019-06-10,0.40,27,359
118724,Department to 5 min to city centre,599519,Angel Francisco,,Almagro,-34.6,-58.43025,Private room,2010,1,0,,,1,365
119966,Room with library downtown,62183,Sonia,,Balvanera,-34.60564,-58.3994,Private room,1466,3,0,,,2,365
120874,Luxury 1 Bedroom - 1.5 Bath (R1),530261,Luciano,,Recoleta,-34.5911,-58.39978,Entire home/apt,4188,2,9,2017-11-10,0.09,27,104
122328,Urban Mexican Apart in Buenos Aires,513930,Carlos Alberto,,Palermo,-34.58843,-58.43585,Entire home/apt,2094,14,27,2019-06-17,0.29,2,163
122907,Spotless entire apt. Ideal location,426566,Egle,,Almagro,-34.61879,-58.41556,Entire home/apt,1275,7,14,2018-07-01,0.14,8,198
126852,LUXURY  2 Br APT IN PUERTO MADERO B.A.!!!,628818,Sandra,,Puerto Madero,-34.61748,-58.36285,Entire home/apt,5025,30,0,,,6,0
127013,Great spacious 1 Bedroom / 2 Bathroom (R4),530261,Luciano,,Recoleta,-34.59255,-58.40111,Entire home/apt,5025,4,28,2018-11-25,0.30,27,249
127353,Beautiful Apartment in downtown,630796,Jorge,,San Nicolas,-34.6033,-58.37923,Private room,35594,7,0,,,1,364
129009,Tango Studio:Charming private room,637123,CristianyMichaela,,Constitucion,-34.62971,-58.38103,Private room,1256,5,15,2019-05-03,0.16,2,364
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,,Palermo,-34.58264,-58.42451,Entire home/apt,3350,2,101,2019-06-25,1.04,36,298
130248,Small charmy and fully at Palermo,641573,Paula,,Palermo,-34.57693,-58.41193,Entire home/apt,1573,2,66,2019-04-20,0.85,5,208
130275,Van Gogh s apart at Palermo,641573,Paula,,Palermo,-34.57675,-58.41068,Entire home/apt,1573,2,14,2019-06-03,0.19,5,228
130349,"alquilo por noche,o semana",641884,Marcelo,,San Nicolas,-34.60462,-58.37764,Private room,4188,1,0,,,1,365
130424,Palermo Holly New Studio Apt - 4th floor - 34 m2,642182,Aike,,Palermo,-34.57935,-58.43484,Entire home/apt,2261,4,9,2012-12-31,0.10,2,177
131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,,Almagro,-34.60818,-58.41911,Private room,838,3,38,2018-09-30,0.39,2,365
131807,"Belgrano R, Private Room, Sunny ",648231,Vero,,Villa Ortuzar,-34.5771,-58.4694,Private room,1488,1,0,,,1,365
132298,Urban Escape ★ Studio with great views,319901,Ralf,,Recoleta,-34.59307,-58.40359,Entire home/apt,2722,2,110,2019-03-31,1.16,36,344
133043,Great Studio - Roof top Pool (R3),530261,Luciano,,Recoleta,-34.59211,-58.40163,Entire home/apt,3978,3,15,2018-04-02,0.23,27,319
133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,,Almagro,-34.61943,-58.41566,Entire home/apt,1020,4,33,2018-12-29,0.34,8,352
136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,,Palermo,-34.58092,-58.42483,Entire home/apt,5025,2,122,2019-07-15,1.26,36,161
137017,Soho Sunset studio  with amazing views.,319901,Ralf,,Palermo,-34.58286,-58.42388,Entire home/apt,3769,2,173,2019-06-14,1.82,36,270
138690,Art Studio Hidden in the Quietest part of Recoleta,676972,Fabiana,,Recoleta,-34.59092,-58.39503,Entire home/apt,1801,2,228,2019-07-09,2.33,8,158
140142,Great 2 Bedroom/2 Bath (R5) Recoleta!,530261,Luciano,,Recoleta,-34.59327,-58.39631,Entire home/apt,7119,2,26,2019-04-03,0.29,27,356
140271,"Boedo, quiet wooded neighborhood",683383,Lorena,,Boedo,-34.6317,-58.41718,Private room,2125,1,0,,,1,365
143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,,Balvanera,-34.60735,-58.4029,Private room,1256,5,0,,,2,365
143211,Nice and bright studio in Recoleta,695054,Patricia,,Recoleta,-34.58769,-58.3999,Entire home/apt,1047,2,2,2018-11-13,0.06,3,154
143663,Apartement Buenos Aires,696693,Marcela,,Monserrat,-34.61297,-58.38701,Entire home/apt,1884,3,0,,,1,362
144192,Beautiful apartment in Buenos Aires,698994,Ruben,,Nueva Pompeya,-34.64889,-58.40792,Private room,2125,1,0,,,1,365
144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,,Recoleta,-34.59468,-58.40493,Entire home/apt,3769,2,42,2019-05-11,0.45,36,262
146648,❤  Large  Sunset View Studio with balcony❤11 floor,319901,Ralf,,Recoleta,-34.59435,-58.40521,Entire home/apt,2596,3,100,2019-06-25,1.04,36,349
148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,,Monserrat,-34.61348,-58.38326,Entire home/apt,1926,2,249,2019-06-22,2.55,6,341
150594,Departamento Parque chacabuco,716702,Eugenia,,Parque Chacabuco,-34.63438,-58.44546,Private room,6334,7,0,,,1,365
152044,Charming 2BRApt in Upscale Recoleta,731684,Irma,,Recoleta,-34.5841,-58.39924,Entire home/apt,2125,2,66,2018-04-14,0.68,1,0
153878,"Recoleta's Heart : 7 pax, 3 Bedrm, 84 sqm, Sunny",739895,Chelo,,Recoleta,-34.5894,-58.38851,Entire home/apt,2764,3,59,2019-06-17,0.62,2,332
154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,,Almagro,-34.62013,-58.41686,Entire home/apt,893,4,53,2019-07-09,0.57,8,297
154430,"Loft Style, modern,bright &spacious",742738,Martin,,Palermo,-34.5918,-58.41389,Entire home/apt,963,30,1,2012-01-10,0.01,1,349
154548,Central to Everything,576398,Florencia,,Recoleta,-34.59634,-58.40592,Entire home/apt,2303,2,388,2019-07-13,4.24,2,134
